3 43 -1.000000
3 44 1.000000
3 45 -1.000000
3 46 1.000000
3 47 1.000000
3 48 1.000000
3 49 1.000000
4 0 1.000000
4 1 1.000000
4 2 1.000000
4 3 1.000000
4 4 1.000000
4 5 1.000000
4 6 -1.000000
4 7 -1.000000
4 8 1.000000
4 9 -1.000000
4 10 -1.000000
4 11 -1.000000
4 12 -1.000000
4 13 1.000000
4 14 1.000000
4 15 1.000000
4 16 1.000000
4 17 1.000000
4 18 1.000000
4 19 1.000000
4 20 1.000000
4 21 -1.000000
4 22 -1.000000
4 23 -1.000000
4 24 -1.000000
4 25 -1.000000
4 26 1.000000
4 27 1.000000
4 28 1.000000
4 29 -1.000000
4 30 -1.000000
4 31 -1.000000
4 32 -1.000000
4 33 -1.000000
4 34 -1.000000
4 35 1.000000
4 36 1.000000
4 37 -1.000000
4 38 -1.000000
4 39 1.000000
4 40 1.000000
4 41 1.000000
4 42 -1.000000
4 43 -1.000000
4 44 -1.000000
4 45 1.000000
4 46 1.000000
4 47 1.000000
4 48 -1.000000
4 49 -1.000000
5 0 -1.000000
5 1 -1.000000
5 2 -1.000000
5 3 -1.000000
5 4 1.000000
5 5 -1.000000
5 6 -1.000000
5 7 1.000000
5 8 -1.000000
5 9 1.000000
5 10 1.000000
5 11 -1.000000
5 12 1.000000
5 13 1.000000
5 14 1.000000
5 15 1.000000
5 16 1.000000
5 17 -1.000000
5 18 -1.000000
5 19 1.000000
5 20 1.000000
5 21 1.000000
5 22 1.000000
5 23 -1.000000
5 24 -1.000000
5 25 -1.000000
5 26 1.000000
5 27 1.000000
5 28 1.000000
5 29 1.000000
5 30 -1.000000
5 31 -1.000000
5 32 -1.000000
5 33 1.000000
5 34 1.000000
5 35 1.000000
5 36 1.000000
5 37 1.000000
5 38 -1.000000
5 39 1.000000
5 40 1.000000
5 41 1.000000
5 42 1.000000
5 43 -1.000000
5 44 -1.000000
5 45 -1.000000
5 46 1.000000
5 47 1.000000
5 48 -1.000000
5 49 -1.000000
6 0 -1.000000
6 1 -1.000000
6 2 -1.000000
6 3 1.000000
6 4 1.000000
6 5 1.000000
6 6 -1.000000
6 7 -1.000000
6 8 -1.000000
6 9 -1.000000
6 10 1.000000
6 11 -1.000000
6 12 1.000000
6 13 1.000000
6 14 1.000000
6 15 1.000000
6 16 -1.000000
6 17 1.000000
6 18 1.000000
6 19 -1.000000
6 20 1.000000
6 21 1.000000
6 22 1.000000
6 23 1.000000
6 24 1.000000
6 25 -1.000000
6 26 -1.000000
6 27 -1.000000
6 28 -1.000000
6 29 -1.000000
6 30 -1.000000
6 31 1.000000
6 32 -1.000000
6 33 1.000000
6 34 1.000000
6 35 -1.000000
6 36 -1.000000
6 37 -1.000000
6 38 -1.000000
6 39 1.000000
6 40 1.000000
6 41 1.000000
6 42 1.000000
6 43 -1.000000
6 44 1.000000
6 45 -1.000000
6 46 1.000000
6 47 -1.000000
6 48 -1.000000
6 49 -1.000000
7 0 -1.000000
7 1 1.000000
7 2 1.000000
7 3 1.000000
7 4 -1.000000
7 5 -1.000000
7 6 -1.000000
7 7 -1.000000
7 8 -1.000000
7 9 -1.000000
7 10 -1.000000
7 11 1.000000
7 12 1.000000
7 13 1.000000
7 14 -1.000000
7 15 1.000000
7 16 1.000000
7 17 -1.000000
7 18 -1.000000
7 19 -1.000000
7 20 -1.000000
7 21 -1.000000
7 22 1.000000
7 23 -1.000000
7 24 -1.000000
7 25 -1.000000
7 26 -1.000000
7 27 -1.000000
7 28 -1.000000
7 29 1.000000
7 30 1.000000
7 31 -1.000000
7 32 -1.000000
7 33 1.000000
7 34 1.000000
7 35 1.000000
7 36 1.000000
7 37 1.000000
7 38 -1.000000
7 39 1.000000
7 40 1.000000
7 41 1.000000
7 42 1.000000
7 43 1.000000
7 44 1.000000
7 45 1.000000
7 46 1.000000
7 47 -1.000000
7 48 1.000000
7 49 1.000000
8 0 -1.000000
8 1 1.000000
8 2 1.000000
8 3 1.000000
8 4 1.000000
8 5 1.000000
8 6 1.000000
8 7 -1.000000
8 8 1.000000
8 9 1.000000
8 10 1.000000
8 11 -1.000000
8 12 1.000000
8 13 1.000000
8 14 1.000000
8 15 -1.000000
8 16 1.000000
8 17 -1.000000
8 18 -1.000000
8 19 -1.000000
8 20 -1.000000
8 21 -1.000000
8 22 1.000000
8 23 1.000000
8 24 -1.000000
8 25 1.000000
8 26 -1.000000
8 27 -1.000000
8 28 -1.000000
8 29 1.000000
8 30 -1.000000
8 31 -1.000000
8 32 -1.000000
8 33 1.000000
8 34 1.000000
8 35 1.000000
8 36 1.000000
8 37 -1.000000
8 38 1.000000
8 39 1.000000
8 40 1.000000
8 41 -1.000000
8 42 -1.000000
8 43 1.000000
8 44 1.000000
8 45 1.000000
8 46 1.000000
8 47 1.000000
8 48 1.000000
8 49 -1.000000
9 0 1.000000
9 1 -1.000000
9 2 -1.000000
9 3 -1.000000
9 4 1.000000
9 5 1.000000
9 6 1.000000
9 7 1.000000
9 8 1.000000
9 9 1.000000
9 10 1.000000
9 11 -1.000000
9 12 1.000000
9 13 1.000000
9 14 -1.000000
9 15 -1.000000
9 16 1.000000
9 17 -1.000000
9 18 -1.000000
9 19 1.000000
9 20 1.000000
9 21 1.000000
9 22 1.000000
9 23 -1.000000
9 24 -1.000000
9 25 1.000000
9 26 -1.000000
9 27 -1.000000
9 28 1.000000
9 29 -1.000000
9 30 1.000000
9 31 -1.000000
9 32 1.000000
9 33 -1.000000
9 34 -1.000000
9 35 -1.000000
9 36 1.000000
9 37 -1.000000
9 38 1.000000
9 39 1.000000
9 40 1.000000
9 41 -1.000000
9 42 1.000000
9 43 1.000000
9 44 -1.000000
9 45 -1.000000
9 46 -1.000000
9 47 -1.000000
9 48 1.000000
9 49 1.000000
10 0 -1.000000
10 1 -1.000000
10 2 1.000000
10 3 1.000000
10 4 1.000000
10 5 1.000000
10 6 -1.000000
10 7 1.000000
10 8 -1.000000
10 9 1.000000
10 10 1.000000
10 11 1.000000
10 12 1.000000
10 13 1.000000
10 14 -1.000000
10 15 -1.000000
10 16 1.000000
10 17 1.000000
10 18 -1.000000
10 19 1.000000
10 20 -1.000000
10 21 -1.000000
10 22 1.000000
10 23 -1.000000
10 24 -1.000000
10 25 1.000000
10 26 -1.000000
10 27 -1.000000
10 28 -1.000000
10 29 -1.000000
10 30 -1.000000
10 31 1.000000
10 32 1.000000
10 33 -1.000000
10 34 -1.000000
10 35 -1.000000
10 36 -1.000000
10 37 1.000000
10 38 1.000000
10 39 1.000000
10 40 1.000000
10 41 -1.000000
10 42 -1.000000
10 43 1.000000
10 44 1.000000
10 45 1.000000
10 46 1.000000
10 47 -1.000000
10 48 -1.000000
10 49 1.000000
11 0 1.000000
11 1 -1.000000
11 2 1.000000
11 3 -1.000000
11 4 -1.000000
11 5 1.000000
11 6 -1.000000
11 7 -1.000000
11 8 1.000000
11 9 -1.000000
11 10 1.000000
11 11 -1.000000
11 12 1.000000
11 13 -1.000000
11 14 -1.000000
11 15 1.000000
11 16 1.000000
11 17 1.000000
11 18 -1.000000
11 19 -1.000000
